x,y
-10.0,0.24839434303733712
-9.899497487437186,-0.0690842997137532
-9.798994974874372,0.32390555544284694
-9.698492462311558,0.7615932245664963
-9.597989949748744,-0.11697691220047249
-9.49748743718593,-0.11694165296537831
-9.396984924623116,0.7897672107421938
-9.296482412060302,0.3839207336645716
-9.195979899497488,-0.2344806387896343
-9.095477386934673,0.27160285378486504
-8.99497487437186,-0.2313036390093344
-8.894472361809045,-0.23235755736429173
-8.793969849246231,0.12161469751269056
-8.693467336683417,-0.9558508993746341
-8.592964824120603,-0.8614782667710839
-8.492462311557789,-0.2799283310541954
-8.391959798994975,-0.5049129304567149
-8.291457286432161,0.1589766689531395
-8.190954773869347,-0.4517327275487565
-8.090452261306533,-0.7033552261852868
-7.989949748743719,0.7362470794474036
-7.889447236180905,-0.10870979302035517
-7.788944723618091,0.03885209246048624
-7.688442211055277,-0.7061940674818336
-7.5879396984924625,-0.2647038487847806
-7.4874371859296485,0.06451003846376432
-7.386934673366834,-0.564588860448259
-7.28643216080402,0.200964954200436
-7.185929648241206,-0.28458820384459205
-7.085427135678392,-0.1270266767973488
-6.984924623115578,-0.27839425112536853
-6.884422110552764,0.9528729782046191
-6.78391959798995,0.024993514849789504
-6.683417085427136,-0.4912619187400731
-6.582914572864322,0.4556837958534899
-6.482412060301508,-0.5580885654236427
-6.381909547738694,0.16594453010275867
-6.28140703517588,-0.9077150849500271
-6.180904522613066,-0.5797499431195491
-6.080402010050252,0.19681964620239278
-5.979899497487437,0.4837179250114302
-5.879396984924623,0.21856152200492893
-5.7788944723618085,0.09601195214390118
-5.6783919597989945,0.027099598880999914
-5.57788944723618,-0.5346247403792364
-5.477386934673366,-0.12479660330093947
-5.376884422110552,0.03915668951639359
-5.276381909547738,0.8366272884973033
-5.175879396984924,0.5231034787781887
-5.07537688442211,-0.4819420509469452
-4.974874371859296,0.6153938166482431
-4.874371859296482,0.32052396309297215
-4.773869346733668,0.24071812785001506
-4.673366834170854,0.9580018914431279
-4.57286432160804,1.247993182039794
-4.472361809045226,1.2862827918502417
-4.371859296482412,0.49747256723100725
-4.271356783919598,0.8676621266542024
-4.1708542713567835,1.3022778330472027
-4.0703517587939695,1.7484064298554836
-3.9698492462311554,1.1550332109568464
-3.8693467336683414,1.4461269893151314
-3.7688442211055273,1.1407802562646479
-3.6683417085427132,1.261742768056454
-3.567839195979899,2.4431048251568743
-3.467336683417085,2.903176124719426
-3.366834170854271,2.3885270244714882
-3.266331658291457,3.1369946452313737
-3.165829145728643,3.0378285755931396
-3.065326633165829,2.7670865884757334
-2.964824120603015,3.513496280350829
-2.8643216080402008,4.35503776790784
-2.7638190954773867,3.830835724489541
-2.6633165829145726,4.902630950863209
-2.5628140703517586,3.0900331005178003
-2.4623115577889445,5.097576766947533
-2.3618090452261304,5.022963097500084
-2.2613065326633164,5.127701784736939
-2.1608040201005023,5.624552868573825
-2.0603015075376883,4.888703563761734
-1.9597989949748733,6.077369862988245
-1.8592964824120592,6.669852053312208
-1.7587939698492452,7.532102544707203
-1.6582914572864311,6.831988268306064
-1.557788944723617,6.979245907531386
-1.457286432160803,7.417649052000489
-1.356783919597989,8.40218041976438
-1.2562814070351749,8.373979824485447
-1.1557788944723608,8.197301275268114
-1.0552763819095468,8.957164755154533
-0.9547738693467327,8.971572123356795
-0.8542713567839186,9.612468878128748
-0.7537688442211046,8.963397385870724
-0.6532663316582905,9.316701378433635
-0.5527638190954764,9.429212855889423
-0.4522613065326624,9.015807980090825
-0.3517587939698483,9.99458229083915
-0.25125628140703427,10.051926026387171
-0.1507537688442202,9.9741886683958
-0.05025125628140614,9.879550445482867
0.05025125628140792,9.29152553862278
0.15075376884422198,9.782577766625419
0.25125628140703604,9.808934151547906
0.3517587939698501,9.560269072935943
0.45226130653266416,9.855642150089789
0.5527638190954782,10.1069961379083
0.6532663316582923,10.81061674425249
0.7537688442211063,9.911303525870522
0.8542713567839204,9.903299908814098
0.9547738693467345,9.681923555184053
1.0552763819095485,8.698597471292805
1.1557788944723626,9.577890837656163
1.2562814070351767,9.548879025255562
1.3567839195979907,10.672585462358295
1.4572864321608048,9.261710811104226
1.5577889447236188,9.420469050361849
1.658291457286433,9.15917985549813
1.758793969849247,8.49424023800911
1.859296482412061,9.547411520952213
1.959798994974875,9.244945802398695
2.060301507537689,9.153219981581934
2.160804020100503,8.187673501188073
2.2613065326633173,9.224564211063663
2.3618090452261313,7.699380660096016
2.4623115577889454,8.567419908572862
2.5628140703517595,9.239660551452742
2.6633165829145735,7.5165752006771465
2.7638190954773876,7.593289702390828
2.8643216080402016,7.788261078348109
2.9648241206030157,7.346314209259221
3.0653266331658298,6.680175536400665
3.165829145728644,7.345301311642032
3.266331658291458,6.633656148985695
3.366834170854272,7.253885200461428
3.467336683417086,6.408366247749382
3.5678391959799,7.492956858760851
3.668341708542714,6.175407144107977
3.768844221105528,6.25438788937309
3.8693467336683423,6.6701072163939585
3.9698492462311563,5.495591962863985
4.07035175879397,6.0723712684616045
4.170854271356784,6.45996291861265
4.2713567839195985,4.850719538865293
4.371859296482413,5.59534797471496
4.472361809045227,5.4822177839444866
4.572864321608041,5.593277787791833
4.673366834170855,4.434988494484133
4.773869346733669,4.245496991114582
4.874371859296483,5.020271198909474
4.974874371859297,4.7628243904571015
5.075376884422111,4.596202462161235
5.175879396984925,4.50252515021778
5.276381909547739,3.849476154514573
5.376884422110553,4.167759415028808
5.477386934673367,4.062376192301674
5.577889447236181,3.4250343446867335
5.678391959798995,4.583722101890053
5.778894472361809,3.7587154184093867
5.8793969849246235,2.799527948955716
5.9798994974874375,3.5993239297447577
